tic_id,period_days,epoch_btjd,duration_hours,depth_ppm,bls_snr,cnn_probability,vetting_passed,vetting_reasons,rank_score
259701898,14.133219,1394.5516,2.0,6044.5,4.49,0.0093,True,,0.0093
261334411,13.789202,1338.8093,8.0,2839.8,5.49,0.2054,False,odd/even depth differ by 107.6% (1174 vs 3905 ppm),0.0
261335113,8.130543,1330.274,1.5,269399.2,515.47,0.0412,False,depth 26.94% exceeds 3.0% cap,0.0
263014094,2.814219,1325.8834,8.0,2264.0,11.37,0.0006,False,odd/even depth differ by 29.9% (1754 vs 2371 ppm),0.0
266379831,13.526212,1571.6321,8.0,12808.3,5.31,0.002,False,odd/even depth differ by 28.6% (13356 vs 10010 ppm),0.0
267115852,13.676736,1367.7557,0.5,15374.9,3.8,0.0076,False,odd/even depth differ by 32.0% (14751 vs 20372 ppm),0.0
267166358,0.529188,1628.9597,0.5,3373.2,13.94,0.0,True,,0.0
267606709,13.657578,1504.7565,3.0,6600.2,7.37,0.011,True,,0.011
268182063,13.189183,1491.6543,1.0,9576.1,4.5,0.0401,False,odd/even depth differ by 67.7% (5847 vs 11833 ppm),0.0
268591642,13.604277,1518.1115,6.0,4021.3,5.12,0.0301,False,odd/even depth differ by 15.8% (4173 vs 3563 ppm),0.0
269792900,13.332021,1334.8575,3.0,2866.7,5.73,0.0645,False,odd/even depth differ by 79.9% (2859 vs 1227 ppm),0.0
270557479,16.134525,1340.5758,2.0,4261.6,5.56,0.0492,False,odd/even depth differ by 145.1% (6943 vs 1104 ppm),0.0
271380270,18.039957,1497.9646,1.0,7429.6,3.3,0.0832,True,,0.0832
271386483,15.70699,1499.5917,0.5,20209.6,3.24,0.0621,False,odd/even depth differ by 23.1% (16233 vs 20472 ppm),0.0
271503343,14.374034,1338.5965,3.0,18817.5,7.77,0.0137,True,,0.0137
271971296,3.879752,1413.1725,8.0,1294.4,7.2,0.0032,False,odd/even depth differ by 24.0% (1326 vs 1042 ppm),0.0
272232315,13.508261,1395.802,1.0,4893.5,4.84,0.0003,False,odd/even depth differ by 126.2% (6621 vs 1498 ppm),0.0
272287669,13.428766,1330.0917,6.0,1147.2,4.11,0.0345,False,odd/even depth differ by 37.9% (1103 vs 752 ppm),0.0
272317263,3.416362,1387.2665,8.0,890.7,19.22,0.002,True,,0.002
272466980,0.829425,1354.8267,1.0,10268.1,407.7,0.0,True,,0.0
272551828,13.848335,1392.2923,0.5,4966064.7,11.63,0.0022,False,depth 496.61% exceeds 3.0% cap; odd/even depth differ by 161.1% (159875 vs 17244 ppm),0.0
273606451,3.573101,1327.5714,6.0,1623.5,5.17,0.0075,False,odd/even depth differ by 29.5% (1664 vs 1236 ppm),0.0
278776511,12.741551,1422.6379,3.0,1229.4,7.53,0.1882,False,odd/even depth differ by 88.2% (1117 vs 433 ppm),0.0
