tic_id,period_days,epoch_btjd,duration_hours,depth_ppm,bls_snr,cnn_probability,vetting_passed,vetting_reasons,rank_score
394050135,8.872072,2391.1853,3.0,5456.9,314.82,0.9897,True,,0.9897
394137592,11.536178,1332.0903,8.0,1942.9,61.23,0.994,True,,0.994
394287035,17.101618,2048.787,3.0,9120.8,117.72,0.9763,True,,0.9763
394357918,4.902037,1326.7642,1.0,7192.6,19.41,0.0135,True,,0.0135
394561119,4.07816,2336.0839,4.0,5405.3,271.95,0.9746,True,,0.9746
394657039,3.762761,1659.7963,4.0,8803.9,395.41,0.9792,True,,0.9792
394722182,3.531691,3099.174,3.0,5058.1,160.93,0.8843,True,,0.8843
394918211,4.378128,2337.6292,8.0,1098.4,114.45,0.9862,True,,0.9862
395171208,4.720317,2829.0815,4.0,5314.3,69.43,0.9925,True,,0.9925
395393265,3.377266,2883.4531,3.0,6656.4,300.06,0.9803,True,,0.9803
396133015,5.266879,2826.594,3.0,2233.2,29.15,0.9748,False,odd/even depth differ by 18.3% (2483 vs 2067 ppm),0.0
396740648,3.77082,1817.2652,3.0,3359.3,67.99,0.9721,True,,0.9721
397362481,4.465887,3014.8558,1.5,191.0,11.96,0.9068,True,,0.9068
398572544,3.408808,2449.1901,3.0,12637.4,80.21,0.9915,True,,0.9915
398895470,2.693947,2771.2086,4.0,9283.1,40.8,0.9775,True,,0.9775
398943781,3.052361,1572.9222,2.0,18401.7,139.29,0.9082,True,,0.9082
399402994,2.716501,2770.4668,3.0,12715.4,40.24,0.9923,True,,0.9923
399794420,1.594776,2390.7791,1.5,14669.1,27.7,0.7943,True,,0.7943
399860444,2.470609,2012.5128,1.5,10943.1,839.33,0.8049,True,,0.8049
399870368,2.7443,2175.0612,3.0,8361.0,131.99,0.9725,True,,0.9725
399954349,7.834341,1689.6016,3.0,1414.1,22.02,0.8965,True,,0.8965
399967279,18.36088,2457.106,4.0,8714.9,24.83,0.9409,False,odd/even depth differ by 16.5% (7594 vs 8958 ppm),0.0
401125028,5.174821,2990.6608,2.0,8210.0,145.32,0.0935,True,,0.0935
401604346,2.122569,2037.5677,1.0,6880.2,155.63,0.7252,True,,0.7252
402026209,1.338247,1355.1734,2.0,20876.4,353.69,0.9498,True,,0.9498
402898317,19.500226,1718.4529,6.0,253.8,7.89,0.1806,False,odd/even depth differ by 113.0% (67 vs 241 ppm),0.0
403224672,1.00823,1325.5414,1.5,191.4,79.17,0.9661,True,,0.9661
404243877,3.204672,2448.6049,3.0,5436.9,16.3,0.983,True,,0.983
404340025,2.675526,1602.4008,3.0,11924.4,334.02,0.9804,True,,0.9804
404456775,3.043816,3536.2685,1.0,23731.5,9.24,0.8983,True,,0.8983
404467699,3.908771,2118.2886,3.0,6491.2,21.42,0.9922,True,,0.9922
404505029,9.573973,1933.3334,4.0,2521.3,23.23,0.9969,True,,0.9969
404518509,12.564186,1393.6324,6.0,233.1,15.71,0.3295,False,odd/even depth differ by 168.7% (347 vs 30 ppm),0.0
405010127,13.232068,2781.7421,2.0,15547.4,5.27,0.1096,False,odd/even depth differ by 44.8% (12114 vs 19111 ppm),0.0
405717754,4.437968,2393.1531,4.0,13477.7,350.12,0.9918,True,,0.9918
406941612,4.67802,1633.0964,1.5,1562.8,98.65,0.6119,True,,0.6119
407126408,11.099517,1636.2881,3.0,823.6,47.99,0.9462,True,,0.9462
407591297,14.50721,1884.5734,1.0,3471.2,7.5,0.0001,True,,0.0001
407966340,7.049375,1442.5867,3.0,230.2,50.77,0.1603,True,,0.1603
408310006,5.443472,1518.9862,3.0,2607.6,126.95,0.9664,True,,0.9664
408618999,7.072818,1792.8225,4.0,308.2,60.99,0.9223,True,,0.9223
408636441,18.849524,1745.5004,3.0,2218.2,114.84,0.8647,True,,0.8647
409794137,10.180076,2239.0951,3.0,9834.5,78.83,0.9023,True,,0.9023
410153553,0.925873,1326.1679,1.5,1257.1,74.06,0.3958,True,,0.3958
410214986,2.865339,1327.3384,8.0,2263.1,18.68,0.0018,False,odd/even depth differ by 78.8% (750 vs 1725 ppm),0.0
411608801,5.02693,2449.2316,2.0,5522.5,76.59,0.8877,True,,0.8877
411697517,3.386248,2174.3778,3.0,4684.2,9.92,0.0658,False,odd/even depth differ by 18.1% (4068 vs 4879 ppm),0.0
411839167,6.180449,2175.309,4.0,3744.2,104.64,0.9457,True,,0.9457
413248763,3.930749,1517.9466,3.0,375.8,31.5,0.787,True,,0.787
413376180,1.354138,1572.1225,2.0,15958.0,251.39,0.9717,True,,0.9717
417646390,3.801547,2720.3818,3.0,6650.3,148.09,0.9916,True,,0.9916
417676622,5.398677,1683.4288,3.0,275.9,32.49,0.9517,True,,0.9517
417931300,19.210344,1683.522,3.0,2831.5,7.95,0.0987,False,odd/even depth differ by 123.6% (2198 vs 519 ppm),0.0
417931607,16.538275,1694.297,3.0,468.7,26.82,0.9247,True,,0.9247
417948359,3.316034,1713.0306,1.5,1926.1,59.1,0.9408,True,,0.9408
418604868,15.609948,2799.3135,6.0,322.4,14.49,0.9933,False,odd/even depth differ by 24.2% (257 vs 328 ppm),0.0
418761354,16.86356,2459.0118,6.0,906.6,5.36,0.2351,False,odd/even depth differ by 60.7% (660 vs 1235 ppm),0.0
419523962,5.800053,2887.4041,6.0,2454.7,32.2,0.9831,True,,0.9831
420779000,4.234221,2666.1912,2.0,5224.4,10.28,0.9946,True,,0.9946
420814525,3.524662,2826.7897,3.0,12653.0,93.7,0.8508,True,,0.8508
422618449,9.100127,2455.5879,2.0,866.5,12.03,0.8436,True,,0.8436
422655579,2.903646,1413.1625,4.0,4014.0,229.79,0.9599,True,,0.9599
422756130,3.134288,1791.5201,1.0,1140.2,55.07,0.9529,False,odd/even depth differ by 18.4% (1033 vs 1241 ppm),0.0
423275733,2.052802,1518.743,3.0,5507.7,130.73,0.1128,True,,0.1128
424196109,2.543293,3068.8309,1.5,16840.9,51.27,0.3919,True,,0.3919
424435940,5.017297,1986.9678,3.0,12518.0,438.66,0.9685,True,,0.9685
424865156,2.204771,1684.756,4.0,5167.1,875.19,0.9695,True,,0.9695
425206121,4.602023,1494.1373,4.0,8206.3,45.67,0.9868,True,,0.9868
425561347,13.801415,2047.8095,1.5,9073.8,12.14,0.0,True,,0.0
425817867,3.778339,3129.9951,2.0,22033.5,54.41,0.8723,True,,0.8723
425997655,17.667197,1325.3383,2.0,610.6,63.27,0.8693,True,,0.8693
427332229,2.718305,2449.2603,2.0,10806.4,15.05,0.9914,True,,0.9914
427685831,1.749622,3560.0859,1.5,25314.5,60.17,0.9709,True,,0.9709
427761355,1.902584,2854.4218,2.0,7142.6,438.82,0.8354,True,,0.8354
428679607,2.68007,1816.9391,2.0,375.9,16.25,0.9912,True,,0.9912
428699140,1.92674,2309.1301,2.0,1591.0,25.57,0.9299,True,,0.9299
428787891,3.824052,2393.3466,2.0,7707.4,308.41,0.8321,True,,0.8321
429302040,5.721426,3776.92,2.0,23350.9,6.31,0.9551,True,,0.9551
429304876,6.839329,1546.2922,4.0,1013.8,114.16,0.9829,True,,0.9829
429358906,8.023873,1577.0609,2.0,2485.8,16.9,0.2421,True,,0.2421
431701493,3.092711,2825.8016,2.0,23957.9,109.06,0.9746,True,,0.9746
432549364,1.217471,1765.5558,3.0,5323.6,168.16,0.6638,True,,0.6638
435339558,19.635935,2467.2058,2.0,2021.5,9.76,0.0704,False,odd/even depth differ by 142.3% (4994 vs 841 ppm),0.0
436478932,4.322602,2826.3023,3.0,10069.7,70.99,0.9759,True,,0.9759
436875934,2.75363,2448.2982,2.0,12178.7,166.79,0.9859,True,,0.9859
437011608,4.240474,2500.3248,2.0,512.5,9.09,0.861,True,,0.861
437242640,4.317821,1546.3797,3.0,4656.2,124.65,0.0134,True,,0.0134
437248515,3.405792,1547.5285,3.0,8962.8,165.74,0.0575,True,,0.0575
437261733,5.416231,2285.3595,3.0,10446.7,99.13,0.9323,True,,0.9323
437333618,4.298749,1602.702,3.0,11298.8,64.83,0.9486,True,,0.9486
437444661,5.992313,3776.474,3.0,2722.0,6.55,0.785,True,,0.785
